tf_date,tf_time,tf_open,tf_high,tf_close,tf_low,tf_volume,predict
2021-07-21,11:15:00,1567.0,1565.6,1567.0,1564.0,17.0,0
2021-07-21,11:30:00,1566.2,1566.0,1568.2,1565.0,79.0,0
2021-07-21,11:45:00,1565.6,1566.6,1567.4,1565.6,19.0,0
2021-07-21,12:00:00,1565.2,1564.6,1567.0,1564.6,7.0,0
2021-07-21,12:15:00,1564.4,1562.8,1565.0,1561.2,18.0,0
2021-07-21,12:30:00,1563.0,1563.2,1564.6,1562.6,14.0,1
2021-07-21,12:45:00,1563.4,1563.0,1564.6,1562.2,14.0,0
2021-07-21,13:00:00,1565.0,1562.4,1565.0,1561.2,36.0,0
2021-07-21,13:15:00,1562.6,1563.0,1563.0,1561.2,37.0,0
2021-07-21,13:30:00,1563.0,1563.0,1563.0,1563.0,12.0,0
2021-07-22,08:45:00,1530.4,1532.0,1532.0,1527.4,163.0,1
2021-07-22,09:00:00,1532.0,1540.2,1540.6,1530.8,345.0,1
2021-07-22,09:15:00,1540.4,1542.2,1545.0,1539.4,238.0,0
2021-07-22,09:30:00,1542.2,1541.8,1543.4,1538.8,137.0,0
2021-07-22,09:45:00,1542.0,1542.4,1542.4,1539.0,90.0,0
2021-07-22,10:00:00,1541.8,1542.0,1542.6,1541.0,87.0,0
2021-07-22,10:15:00,1542.4,1543.0,1545.8,1541.4,144.0,0
2021-07-22,10:30:00,1543.2,1547.6,1550.0,1543.2,185.0,0
2021-07-22,10:45:00,1547.4,1547.4,1549.0,1545.6,131.0,0
2021-07-22,11:00:00,1547.4,1548.0,1550.2,1545.4,128.0,0
2021-07-22,11:15:00,1547.4,1549.0,1550.2,1546.4,83.0,0
2021-07-22,11:30:00,1549.4,1548.6,1550.2,1548.2,71.0,0
2021-07-22,11:45:00,1548.0,1548.0,1549.4,1547.0,33.0,0
2021-07-22,12:00:00,1547.8,1548.0,1548.8,1547.8,21.0,0
2021-07-22,12:15:00,1548.0,1547.2,1548.4,1547.2,20.0,1
2021-07-22,12:30:00,1547.4,1546.0,1548.4,1546.0,47.0,0
2021-07-22,12:45:00,1546.4,1548.0,1549.8,1546.2,50.0,0
2021-07-22,13:00:00,1547.4,1545.0,1548.0,1544.2,65.0,0
2021-07-22,13:15:00,1545.0,1547.0,1547.2,1544.6,50.0,1
2021-07-22,13:30:00,1547.0,1546.4,1548.2,1546.2,44.0,0
2021-07-22,13:45:00,1546.4,1546.2,1547.2,1546.2,5.0,1
2021-07-23,08:45:00,1551.8,1558.2,1559.8,1551.8,71.0,0
2021-07-23,09:00:00,1558.4,1549.2,1560.0,1549.2,271.0,0
2021-07-23,09:15:00,1550.4,1550.2,1553.2,1550.0,108.0,1
2021-07-23,09:30:00,1550.4,1555.0,1556.2,1550.2,74.0,1
2021-07-23,09:45:00,1555.0,1553.0,1557.8,1551.8,97.0,1
2021-07-23,10:00:00,1553.6,1552.2,1553.6,1552.0,25.0,1
2021-07-23,10:15:00,1552.4,1551.4,1552.8,1550.6,51.0,1
2021-07-23,10:30:00,1551.4,1550.6,1553.4,1550.2,45.0,0
2021-07-23,10:45:00,1550.4,1552.6,1553.2,1550.4,45.0,0
2021-07-23,11:00:00,1551.8,1552.8,1554.6,1551.6,29.0,0
2021-07-23,11:15:00,1552.0,1554.0,1554.0,1552.0,14.0,1
2021-07-23,11:30:00,1552.6,1551.6,1552.8,1550.2,24.0,1
2021-07-23,11:45:00,1551.2,1553.6,1553.6,1551.2,27.0,1
2021-07-23,12:00:00,1553.6,1550.0,1553.6,1550.0,51.0,0
2021-07-23,12:15:00,1550.0,1551.0,1552.2,1550.0,22.0,1
2021-07-23,12:30:00,1552.0,1551.6,1552.6,1551.2,18.0,0
2021-07-23,12:45:00,1551.6,1553.2,1553.2,1551.6,15.0,0
2021-07-23,13:00:00,1553.2,1554.0,1556.0,1553.2,54.0,0
2021-07-23,13:15:00,1554.2,1555.0,1555.0,1553.4,22.0,1
2021-07-23,13:30:00,1554.4,1554.2,1555.0,1553.2,46.0,1
2021-07-23,13:45:00,1554.2,1553.8,1554.2,1553.8,3.0,0
2021-07-26,08:45:00,1556.6,1557.2,1559.4,1555.8,58.0,0
2021-07-26,09:00:00,1557.6,1556.4,1557.6,1550.6,215.0,1
2021-07-26,09:15:00,1556.4,1557.6,1561.2,1556.4,148.0,0
2021-07-26,09:30:00,1557.8,1554.0,1558.8,1553.4,90.0,1
2021-07-26,09:45:00,1554.6,1548.4,1556.2,1548.2,69.0,1
2021-07-26,10:00:00,1548.6,1544.2,1550.0,1543.0,159.0,1
2021-07-26,10:15:00,1543.6,1543.0,1544.8,1541.8,122.0,1
2021-07-26,10:30:00,1542.8,1541.6,1543.6,1541.0,57.0,1
2021-07-26,10:45:00,1542.4,1539.6,1542.4,1536.4,139.0,0
2021-07-26,11:00:00,1539.2,1539.4,1539.8,1537.6,40.0,0
2021-07-26,11:15:00,1539.4,1539.4,1540.2,1538.6,15.0,0
2021-07-26,11:30:00,1539.4,1536.6,1539.4,1536.4,29.0,0
2021-07-26,11:45:00,1537.0,1539.0,1539.0,1537.0,33.0,0
2021-07-26,12:00:00,1539.0,1538.2,1539.8,1538.2,21.0,0
2021-07-26,12:15:00,1538.8,1536.0,1540.2,1536.0,55.0,0
2021-07-26,12:30:00,1536.6,1535.4,1536.6,1534.6,51.0,1
2021-07-26,12:45:00,1535.2,1532.4,1535.2,1531.2,75.0,1
2021-07-26,13:00:00,1532.6,1531.2,1533.4,1530.8,118.0,1
2021-07-26,13:15:00,1531.0,1531.2,1533.0,1529.4,64.0,1
2021-07-26,13:30:00,1531.6,1529.4,1532.0,1528.8,65.0,1
2021-07-26,13:45:00,1530.6,1530.8,1530.8,1529.4,8.0,0
2021-07-27,08:45:00,1535.8,1535.8,1539.0,1535.0,64.0,0
2021-07-27,09:00:00,1535.0,1523.2,1535.0,1522.6,200.0,1
2021-07-27,09:15:00,1523.6,1521.0,1527.2,1521.0,130.0,1
2021-07-27,09:30:00,1520.4,1524.0,1524.0,1518.8,88.0,1
