mini_dow_date,mini_dow_time,mini_dow_open,mini_dow_high,mini_dow_low,mini_dow_close,mini_dow_volume,predict
2019-12-03,04:00:00,27812.0,27679.0,27663.0,27830.0,13686,0
2019-12-03,05:00:00,27678.0,27700.0,27670.0,27710.0,4959,0
2019-12-03,06:00:00,27700.0,27606.0,27596.0,27704.0,8049,0
2019-12-03,07:00:00,27607.0,27517.0,27508.0,27615.0,14169,0
2019-12-03,08:00:00,27517.0,27402.0,27344.0,27523.0,49123,0
2019-12-03,09:00:00,27403.0,27339.0,27312.0,27424.0,44396,0
2019-12-03,10:00:00,27340.0,27366.0,27314.0,27392.0,27725,0
2019-12-03,11:00:00,27365.0,27382.0,27357.0,27424.0,14081,0
2019-12-03,12:00:00,27380.0,27442.0,27380.0,27469.0,12157,0
2019-12-03,13:00:00,27442.0,27439.0,27398.0,27454.0,11391,0
2019-12-03,14:00:00,27438.0,27506.0,27423.0,27514.0,21771,0
2019-12-03,15:00:00,27506.0,27490.0,27473.0,27513.0,7769,0
2019-12-03,16:00:00,27491.0,27490.0,27490.0,27493.0,30,0
2019-12-03,17:00:00,27478.0,27501.0,27478.0,27515.0,2348,0
2019-12-03,18:00:00,27502.0,27482.0,27457.0,27527.0,4305,0
2019-12-03,19:00:00,27482.0,27473.0,27458.0,27509.0,3331,0
2019-12-03,20:00:00,27473.0,27491.0,27472.0,27495.0,1329,0
2019-12-03,21:00:00,27491.0,27497.0,27476.0,27510.0,1992,0
2019-12-03,22:00:00,27496.0,27504.0,27491.0,27507.0,1569,0
2019-12-03,23:00:00,27503.0,27498.0,27491.0,27507.0,1603,0
2019-12-04,00:00:00,27497.0,27500.0,27485.0,27509.0,1291,0
2019-12-04,01:00:00,27500.0,27402.0,27401.0,27501.0,6036,0
2019-12-04,02:00:00,27402.0,27461.0,27397.0,27469.0,7313,0
2019-12-04,03:00:00,27460.0,27628.0,27459.0,27638.0,20659,0
2019-12-04,04:00:00,27627.0,27600.0,27593.0,27635.0,5840,0
2019-12-04,05:00:00,27599.0,27633.0,27594.0,27636.0,3332,0
2019-12-04,06:00:00,27634.0,27632.0,27624.0,27654.0,4655,0
2019-12-04,07:00:00,27631.0,27614.0,27590.0,27648.0,8201,0
2019-12-04,08:00:00,27615.0,27702.0,27609.0,27714.0,27662,0
2019-12-04,09:00:00,27702.0,27687.0,27665.0,27715.0,21768,0
2019-12-04,10:00:00,27689.0,27704.0,27679.0,27727.0,14070,0
2019-12-04,11:00:00,27704.0,27697.0,27672.0,27708.0,8398,0
